itemCode,name,Description,customer,Max Qty,Count,Price,Cost,MSRP,subscriptionPeriodMonths,Frequency,billingType,billingPeriodType,firstBillingPeriodType,cancelTime,renewalAction
E3N-MV-E,E3N-MV-E,Meraki MV Large Essentials EA 3.0 LIC and Support,Broker,1829,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SME-10X,A-FLEX-SME-10X,Session Manager v10 -1,Broker,1822,25,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-3,A-FLEX-3,Collaboration Flex Plan 3.0,Broker,1810,1810,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
MCD-SEC-PRE,MCD-SEC-PRE,Multicloud Defense Premier Tier,Broker,1752,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-ESS-10X,A-FLEX-P-ESS-10X,Essential v10 License -1,Broker,1726,25,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-AU-TAU+,A-SPK-AU-TAU+,Toll Active User Plus (1),Broker,1726,25,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-NU-MTGS-200,A-WX-NU-MTGS-200,Named User Spark Meet (with Meeting Center 200) (1,Broker,1719,25,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-PL-ACC-EDU,A-FLEX-PL-ACC-EDU,On-Premises Access Add-on for Education,Broker,1692,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DC-MGT-SAAS-AD-C,DC-MGT-SAAS-AD-C,Cisco Intersight SaaS - Advantage (new),Broker,1670,26,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-OCP1-EA,A-AUD-OCP1-EA,Outbound Calling Plan - Committed Enterprise Agree,Broker,1665,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-DCM-SUPT-BAS,SVS-DCM-SUPT-BAS,Basic Support for DCM,Broker,1657,161,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MR-E,E3N-MR-E,Meraki MR Essentials EA 3.0 LIC and Support,Broker,1651,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-NU-TNU+,A-WX-NU-TNU+,Toll Users Named Users Plus,Broker,1618,80,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-E-ESA-10,E2SF-E-ESA-10,Sec EA 2.0 Choice Email Sec. App. (ESP+AMP+GSU+SMA,Broker,1606,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-LIC-TMS-API,A-PRM-LIC-TMS-API,TMS Integration API with Microsoft Exchange,Broker,1605,167,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-NU-BCCB-TF,A-AUD-NU-BCCB-TF,NU Bridge Country Call Me / Call Back w Toll Free ,Broker,1604,63,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MV,E3N-MV,Meraki MV Enterprise Agreement,Broker,1591,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-PREMIER,DUO-PREMIER,Cisco Duo Premier edition (formerly Beyond),Broker,1565,13,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C3560CX1-G-A,E2N-C3560CX1-G-A,C3560CX CISCO DNA EA Advantage 8-Port New Purchase,Broker,1524,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-TLPHNY-1K,DUO-TLPHNY-1K,"Increments of 1,000 telephony credits for any edit",Broker,1502,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TL-CU-1000,TL-CU-1000,Webex Messaging Users ,Broker,1500,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-W-WSA-ARH-10,E2SF-W-WSA-ARH-10,"Sec EA 2.0 Choice WSA Advanced Reporting, Higher T",Broker,1500,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-IMAGE,CES-IMAGE,Image Analysis,Broker,1435,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-SH-ND-SR,A-SPK-SH-ND-SR,Room Registration,Broker,1402,22,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C93002-A,E3N-C93002-A,C9300 48-port CISCO DNA EA Advantage,Broker,1370,18,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DC-MGT-IMCS-1S,DC-MGT-IMCS-1S,IMC Supervisor - Advanced - 1 Server License,Broker,1336,80,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CVI-ROOMS,A-FLEX-CVI-ROOMS, Collaboration Flex Plan 3.0 / Remaining Term 41 o,Broker,1327,65,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-SUB,DUO-SUB,Cisco Duo subscription,Broker,1319,292,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
JAB-IPH-LIC-EA,JAB-IPH-LIC-EA,Jabber Voice for iPhone Client for EA,Broker,1308,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-VOIP,A-SPK-VOIP,Included  VoIP (1),Broker,1243,823,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-RMSTG-X,A-SPK-RMSTG-X,Included Spark Storage (1),Broker,1225,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-S-SWPNM-10,E2SF-S-SWPNM-10,Security EA 2.0 Stealthwatch PNM License -10PK,Broker,1200,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-C2-X,A-SPK-EMP-C2-X,Included Cloud Calling -1,Broker,1175,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-C1,A-SPK-EMP-C1,Cloud Calling and Business Messaging -1,Broker,1175,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX,A-FLEX,Collaboration Flex Plan,Broker,1139,1052,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-AMPATTACH,CES-AMPATTACH,Advanced Malware Protection Add-On,Broker,1100,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CA-DEV,A-FLEX-CA-DEV,Webex Calling Workspace for CA Entitlement for Vid,Broker,1090,32,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SME-10X-EA,SME-10X-EA,Session Manager 10.x Sessions for EA,Broker,1088,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SW-12.5-K9,A-FLEX-SW-12.5-K9,On-Premises & Partner Hosted Calling SW Bundle v12,Broker,1087,636,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CISCODNAS-ACT-MIGC,CISCODNAS-ACT-MIGC,Cisco DNA Spaces Act subscription migration promot,Broker,1080,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Duo MFA,Duo MFA,Includes telephony credits of 100 /user/ per year.,Broker,1080,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE-ADV-10,E2SF-I-ISE-ADV-10,Cisco Security EA 2.0 Choice ISE Advantage Subscri,Broker,1070,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EA-PRO-PK-EA,A-FLEX-EA-PRO-PK-EA,Pro Pack for Cisco Webex Control Hub (1),Broker,1060,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ADV-ESA-IMS,E3S-ES-ADV-ESA-IMS,Security EA 3.0 ESA Intelligent Multi-Scan License,Broker,1010,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-U-RBI-ALL,E2SF-U-RBI-ALL,Sec EA 2.0 Choice Umbrella RBI - Isolate Any,Broker,1000,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ESS-CES,E3S-ES-ESS-CES,Security EA 3.0 Cisco Secure Email Cloud Essential,Broker,1000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-TG-AFA-K9,E3S-TG-AFA-K9,Sec EA 3.0 Sec Malware Analytics Adv Cld File Anal,Broker,1000,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TL-CS-PLT-TEAMS,TL-CS-PLT-TEAMS,"Webex Teams (platform fee for 500-1,000 users)",Broker,1000,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
JABBER-TABLET-EA,JABBER-TABLET-EA,Jabber for iPad and Android Tablet for EA,Broker,980,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
JAB-ADR-LIC-EA,JAB-ADR-LIC-EA,Jabber Voice for Android Client for EA,Broker,980,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SPCHCON,A-FLEX-SPCHCON,SpeechConnect Smart License -1,Broker,976,22,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-WXA-MTG-EDU,A-FLEX-WXA-MTG-EDU,Webex Assistant for Webex Meetings - EDU,Broker,952,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-BEYOND,DUO-BEYOND,Standard Cisco Duo Beyond Edition,Broker,945,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE-ESS-10,E2SF-I-ISE-ESS-10,Cisco Security EA 2.0 Choice ISE Essentials Subscr,Broker,930,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WORK-MEET-B-O,A-WORK-MEET-B-O, Webex Meetings+BCCB Committed Overage -1,Broker,922,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
ESA-ESP-AT-LIC,ESA-ESP-AT-LIC,Cisco Email Security XaaS Subscription / Term 36 m,Broker,920,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Cisco Adoption Credit (HW),Cisco Adoption Credit (HW),Adoption Credit,Broker,901,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-EP-ESS,E3S-EP-ESS,Security EA 3.0 AMP Endpoints Essentials,Broker,900,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-U-L-SIG-A-K9,E2SF-U-L-SIG-A-K9,Sec EA 2.0 Choice Umbrella Secure Internet Gateway,Broker,900,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EDUEC-PM-M,A-SPK-EDUEC-PM-M,On-Premises Meetings,Broker,900,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SME-S,A-FLEX-SME-S,Session Manager -1,Broker,883,531,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-E-ESA-ADV-10,E2SF-E-ESA-ADV-10,Security EA 2.0 Choice Cisco Secure Email Advantag,Broker,880,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-LIC-EXP-E,A-PRM-LIC-EXP-E,Enable Expressway-E Feature Set - License Subscrip,Broker,864,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Duo MFA Edition,Duo MFA Edition,3 year term ,Broker,825,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ESS-ESA,E3S-ES-ESS-ESA,Security EA 3.0 Cisco Secure Email Essential,Broker,800,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ESS-ESA-SMA,E3S-ES-ESS-ESA-SMA,Security EA 3.0 SMA Centralized Email Management L,Broker,800,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Duo Access,Duo Access,Includes telephony credits of 100 /user/ per year.,Broker,800,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ESS-ESA-MFE,E3S-ES-ESS-ESA-MFE,Security EA 3.0 ESA McAfee Anti-Malware Lic,Broker,800,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
MR33-HW,MR33-HW,Meraki MR33 Cloud Managed AP,Broker,788,234,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-IMS,CES-IMS,Intelligent Multi-Scan,Broker,785,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-C2-X,A-SPK-NU-C2-X,Included Cloud Calling (1),Broker,761,149,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-PRM-SM,A-ASSIST-PRM-SM,Premium Assist for Small Events,Broker,751,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-AU-RMSTG-INC,A-WX-AU-RMSTG-INC,Spark Message Included Storage,Broker,750,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SMA-WMGT-LIC,SMA-WMGT-LIC,SMA Centralized Web Management Reporting License,Broker,750,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MR-E,LIC-MR-E,Meraki MR Essentials Subscription LIC and Support,Broker,734,20,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ADV-CES-IA,E3S-ES-ADV-CES-IA,Security EA 3.0 CES Image Analyzer License,Broker,700,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-S-SWEP-10,E2SF-S-SWEP-10,Security EA 2.0 ISE Stealthwatch Endpoint License ,Broker,700,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ADV-CES-IMS,E3S-ES-ADV-CES-IMS,Security EA 3.0 CES Intelligent Multi-Scan License,Broker,700,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ADV-CES-MFE,E3S-ES-ADV-CES-MFE,Security EA 3.0 CES McAfee Anti-Malware License,Broker,700,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CC,A-FLEX-CC,Collaboration Flex Plan Initial Term - 60 Months  ,Broker,671,664,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-PL-VM-EDU,A-FLEX-PL-VM-EDU,On-Premises Unity Connection Add-on for Education,Broker,665,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-C4500E-B-A,E2N-C4500E-B-A,C4500E CISCO DNA EA Advantage With Existing IPB or,Broker,663,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SE-W-CL-PLT1,E2SE-W-CL-PLT1,Security ELA 2.0 Cloudlock Sub for 1 App,Broker,660,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TL-CS-USR-TEAMS,TL-CS-USR-TEAMS,Theta Lake Coverage for Chat Users added to annual,Broker,650,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-JABBER,A-PRM-JABBER,Jabber - License Subscription,Broker,650,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
ESA-ESP-LIC,ESA-ESP-LIC,"ESA Premium SW Bundle (AS, AV, OF, DLP, ENC) Licen",Broker,650,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DC-MGT-SAAS-PR-C,DC-MGT-SAAS-PR-C,Cisco Intersight SaaS - Essentials,Broker,647,42,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-UCM-PAK,A-FLEX-UCM-PAK,UCM Product Authorization Key -1,Broker,642,202,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TST-APM- ONPR,TST-APM- ONPR,AppDynamics Test & Dev Edition - APM Any Language ,Broker,635,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-PLMENC-K9,A-FLEX-P-PLMENC-K9,Unified communications Manager Encryption License,Broker,608,190,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ESS-CMD,E3S-ES-ESS-CMD,Security EA 3.0 Cisco Cloud Mailbox Defense Essent,Broker,600,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-ESSN-AMP-BNDL,CES-ESSN-AMP-BNDL,Email Security Essentials+AMP+baseThreatGrid subsc,Broker,600,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WRK-WX-STG-ENT,A-WRK-WX-STG-ENT,NU Meetings Bridge Country Call Back Audio -1,Broker,600,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-J-AGT-RTU,A-FLEX-J-AGT-RTU,"On-Premises PCCE & UCCE, Hosted CCE & CCX Agent RT",Broker,595,496,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C93002-E,E3N-C93002-E,C9300 48-port CISCO DNA EA Essentials,Broker,594,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-VOIP,A-AUD-VOIP,Included VoIP -1,Broker,575,454,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TF-MR-ENT-5Y-1,TF-MR-ENT-5Y-1,Meraki MR ENT Enterprise Agreement 5Y - True Forwa,Broker,566,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-05-12.5-K9,A-FLEX-05-12.5-K9,On-Premises UCCX Standard & Premium Media Kit v12.,Broker,565,444,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-ASSIST-ADD-SM,A-ASSIST-ADD-SM,AddOn Assist Support for Small Events,Broker,551,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-EA-PSPA-ENH-10,LIC-EA-PSPA-ENH-10,Collab ELA - 10.x Enhanced for a non-Knowledge Wor,Broker,544,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-C-CTIR,E2SF-C-CTIR,Cisco EA 2.0 Choice - Cisco Talos Incident Respons,Broker,540,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-UMB-SUP-E,SVS-UMB-SUP-E,Enhanced Support for Umbrella,Broker,536,210,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-HUB-PRO,A-SPK-NU-HUB-PRO,Spark Control Hub Pro - Named User,Broker,535,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-PKT-APM-O,APPD-PKT-APM-O,AppD Peak T&D Ed - APM Any Language Microsrv(5-pac,Broker,525,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-LIC-SME,A-PRM-LIC-SME,Flex On Prem specific term-based billing PID for S,Broker,520,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-TMS-PAK,A-FLEX-TMS-PAK,TMS Product Authorization Key -1,Broker,511,366,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SW-12X-K9,A-FLEX-SW-12X-K9,On-Premises & Partner Hosted Calling SW Bundle v12,Broker,509,342,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NU-SUITE,A-FLEX-NU-SUITE,Webex Suite NU Cloud Meetings -NU Cloud Calling an,Broker,503,34,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TST-SIM- ONPR,TST-SIM- ONPR,AppDynamics Test & Dev Edition - Server Visibility,Broker,500,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
UMB-SIG-ADV-K9,UMB-SIG-ADV-K9,Cisco Umbrella Secure Internet Gateway Advantage,Broker,500,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EA-SUITE-E,A-FLEX-EA-SUITE-E,Wbx Suite EA Cloud Meetings EA Cloud Calling andEv,Broker,500,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
WSA-WSP-LIC,WSA-WSP-LIC,Web Advantage SW Bundle (WREP+WUC+AMAL) License,Broker,500,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-PREMIUM-BND,CES-PREMIUM-BND,"AntiSpam, Sophos, Outbreak, DLP, RES, Cntrl Mgmt &",Broker,500,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TE-USERS-ES,TE-USERS-ES,Cisco ThousandEyes - End User Monitoring Essential,Broker,500,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-ER-12X-K9,A-FLEX-ER-12X-K9,Emergency Responder SW Bundle v12 -1,Broker,480,313,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-TMS-API,A-FLEX-TMS-API,TMS Integration API with Microsoft Exchange -1,Broker,477,332,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-F-ASA5525,E2SF-F-ASA5525,"Sec EA 2.0 Choice ASA5525 FirePOWER IPS, AMP & URL",Broker,476,29,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-CHAN-U-SMS-10DLC-SMS,A-CHAN-U-SMS-10DLC-SMS,Channel- US 10DLC MT Usage,Broker,474,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-M1,A-SPK-NU-M1,Business Messaging (1),Broker,462,34,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EXPWY-DESK,A-FLEX-EXPWY-DESK,Expressway Deskphone Registration -1,Broker,461,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-MCAFEE,CES-MCAFEE,McAfee Anti-Virus,Broker,460,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-O365PREM-BNDL,CES-O365PREM-BNDL,"AntiSpam, Outbreak, DLP, RES, Cntrl Mgmt, Track & ",Broker,460,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NAMED-USER,A-SPK-NAMED-USER,Spark Named User,Broker,458,381,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
FCC Regulatory Fees,FCC Regulatory Fees,FCC Regulatory Fees,Broker,455,467,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
